Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[14, 36, 67, 36, 61]"
2,ISTP-A,Virtuoso,"[11, 39, 69, 36, 61]"
3,ISTP-A,Virtuoso,"[19, 39, 64, 25, 74]"
4,ISTP-A,Virtuoso,"[11, 25, 61, 32, 61]"
5,ISTP-A,Virtuoso,"[11, 43, 75, 40, 61]"
6,ISTP-A,Virtuoso,"[17, 25, 78, 33, 58]"
7,ISTP-A,Virtuoso,"[14, 28, 75, 37, 61]"
8,ISTP-A,Virtuoso,"[19, 36, 72, 39, 56]"
9,ISTP-A,Virtuoso,"[17, 31, 67, 25, 69]"
10,ISTP-A,Virtuoso,"[17, 38, 75, 33, 67]"
11,ISTP-A,Virtuoso,"[14, 35, 69, 28, 61]"
12,ISTP-A,Virtuoso,"[25, 36, 72, 25, 58]"
13,ISTP-A,Virtuoso,"[25, 36, 75, 29, 64]"
14,ISTP-A,Virtuoso,"[19, 39, 69, 37, 69]"
15,ISTP-A,Virtuoso,"[14, 39, 72, 31, 64]"
16,ISTP-A,Virtuoso,"[17, 34, 64, 28, 61]"
17,ISTP-A,Virtuoso,"[14, 35, 67, 37, 61]"
18,ISTP-A,Virtuoso,"[8, 36, 75, 36, 67]"
19,ISTP-A,Virtuoso,"[17, 39, 68, 42, 67]"
20,ISTP-A,Virtuoso,"[14, 38, 58, 39, 64]"
