Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[64, 46, 36, 36, 72]"
2,ESFP-A,Entertainer,"[61, 48, 42, 25, 72]"
3,ENFP-A,Campaigner,"[65, 52, 42, 29, 67]"
4,ESFP-A,Entertainer,"[64, 45, 40, 40, 72]"
5,ESFP-A,Entertainer,"[61, 45, 42, 25, 67]"
6,ENFP-A,Campaigner,"[61, 53, 49, 29, 74]"
7,ESFP-A,Entertainer,"[64, 47, 47, 31, 78]"
8,ENTP-A,Debater,"[67, 54, 56, 37, 65]"
9,ENFP-A,Campaigner,"[68, 61, 42, 29, 75]"
10,ESFP-A,Entertainer,"[64, 47, 44, 46, 71]"
11,ESTP-A,Entrepreneur,"[60, 48, 54, 28, 61]"
12,ENFP-A,Campaigner,"[56, 52, 40, 39, 64]"
13,ENFP-A,Campaigner,"[61, 52, 39, 32, 72]"
14,ENFP-A,Campaigner,"[61, 59, 42, 37, 54]"
15,ENFP-A,Campaigner,"[61, 54, 42, 24, 64]"
16,ENFP-A,Campaigner,"[65, 59, 46, 37, 69]"
17,ISFP-A,Adventurer,"[47, 42, 46, 32, 75]"
18,ESFP-A,Entertainer,"[69, 47, 36, 26, 69]"
19,ENFP-A,Campaigner,"[58, 52, 42, 32, 64]"
20,ESFP-A,Entertainer,"[65, 46, 42, 32, 72]"
