Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[47, 34, 61, 33, 69]"
2,ESTP-A,Entrepreneur,"[56, 28, 69, 31, 69]"
3,ESTP-A,Entrepreneur,"[69, 28, 67, 31, 75]"
4,ESTP-A,Entrepreneur,"[64, 34, 67, 31, 72]"
5,ISTP-A,Virtuoso,"[49, 34, 61, 33, 68]"
6,ESTP-A,Entrepreneur,"[64, 34, 67, 33, 75]"
7,ESTP-A,Entrepreneur,"[58, 28, 69, 31, 75]"
8,ESTP-A,Entrepreneur,"[61, 34, 61, 31, 72]"
9,ESTP-A,Entrepreneur,"[72, 34, 64, 31, 78]"
10,ESTP-A,Entrepreneur,"[53, 34, 67, 36, 75]"
11,ESTP-A,Entrepreneur,"[61, 34, 67, 39, 75]"
12,ISTP-A,Virtuoso,"[44, 34, 67, 31, 75]"
13,ESTP-A,Entrepreneur,"[69, 34, 69, 33, 75]"
14,ESTP-A,Entrepreneur,"[53, 34, 69, 31, 69]"
15,ESTP-A,Entrepreneur,"[61, 34, 56, 31, 68]"
16,ESTP-A,Entrepreneur,"[64, 34, 69, 33, 72]"
17,ESTP-A,Entrepreneur,"[56, 28, 69, 31, 78]"
18,ESTP-A,Entrepreneur,"[56, 34, 64, 39, 69]"
19,ESTP-A,Entrepreneur,"[58, 34, 64, 33, 75]"
20,ISTP-A,Virtuoso,"[39, 34, 67, 31, 69]"
