Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[17, 35, 93, 28, 75]"
2,ISTP-A,Virtuoso,"[18, 34, 90, 15, 72]"
3,ISTP-A,Virtuoso,"[19, 38, 85, 31, 69]"
4,ISTP-A,Virtuoso,"[22, 22, 88, 28, 67]"
5,ISTP-A,Virtuoso,"[31, 38, 83, 28, 69]"
6,ISTP-A,Virtuoso,"[21, 34, 82, 28, 69]"
7,ISTP-A,Virtuoso,"[18, 36, 78, 31, 69]"
8,ISTP-A,Virtuoso,"[24, 36, 92, 28, 67]"
9,ISTP-A,Virtuoso,"[22, 28, 92, 11, 72]"
10,ISTP-A,Virtuoso,"[26, 34, 90, 17, 69]"
11,ISTP-A,Virtuoso,"[22, 34, 88, 28, 58]"
12,ISTP-A,Virtuoso,"[26, 31, 78, 28, 67]"
13,ISTP-A,Virtuoso,"[22, 29, 76, 29, 69]"
14,ISTP-A,Virtuoso,"[21, 32, 88, 19, 69]"
15,ISTP-A,Virtuoso,"[14, 35, 83, 28, 75]"
16,ISTP-A,Virtuoso,"[21, 34, 83, 19, 69]"
17,ISTP-A,Virtuoso,"[21, 32, 85, 31, 67]"
18,ISTP-A,Virtuoso,"[19, 36, 85, 28, 75]"
19,ISTP-A,Virtuoso,"[17, 34, 76, 19, 67]"
20,ISTP-A,Virtuoso,"[18, 31, 93, 19, 69]"
