Cycle,Code,Role,Values
1,INTP-A,Logician,"[35, 100, 72, 11, 63]"
2,ISTP-A,Virtuoso,"[31, 18, 67, 8, 61]"
3,ISTP-A,Virtuoso,"[17, 18, 83, 11, 56]"
4,ISTP-A,Virtuoso,"[33, 29, 81, 17, 61]"
5,ISTP-A,Virtuoso,"[29, 32, 75, 25, 56]"
6,ISTP-A,Virtuoso,"[28, 17, 78, 14, 53]"
7,ISTP-A,Virtuoso,"[25, 38, 74, 21, 56]"
8,ISTP-A,Virtuoso,"[24, 14, 75, 14, 58]"
9,ISTP-A,Virtuoso,"[28, 39, 72, 25, 64]"
10,ISTP-A,Virtuoso,"[42, 28, 58, 18, 53]"
11,ISTP-A,Virtuoso,"[3, 35, 72, 17, 53]"
12,ISTP-A,Virtuoso,"[19, 31, 75, 11, 56]"
13,ISTP-A,Virtuoso,"[17, 6, 69, 8, 53]"
14,ISTP-A,Virtuoso,"[17, 14, 64, 19, 58]"
15,ISTP-A,Virtuoso,"[17, 25, 75, 8, 53]"
16,ISTP-A,Virtuoso,"[21, 20, 78, 15, 56]"
17,ISTP-A,Virtuoso,"[19, 13, 72, 18, 53]"
18,ISTP-A,Virtuoso,"[28, 32, 75, 11, 53]"
19,ISTP-A,Virtuoso,"[31, 20, 63, 19, 64]"
20,ISTP-T,Virtuoso,"[28, 17, 69, 19, 49]"
