Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[36, 28, 86, 42, 72]"
2,ISTP-A,Virtuoso,"[33, 28, 94, 46, 72]"
3,ISTP-A,Virtuoso,"[33, 28, 81, 44, 72]"
4,ISTP-A,Virtuoso,"[35, 31, 78, 49, 81]"
5,ISTP-A,Virtuoso,"[39, 28, 86, 39, 72]"
6,ISTJ-A,Logistician,"[28, 29, 86, 51, 78]"
7,ISTJ-A,Logistician,"[44, 31, 86, 51, 75]"
8,ISTP-A,Virtuoso,"[42, 29, 86, 49, 72]"
9,ISTP-A,Virtuoso,"[44, 31, 94, 46, 75]"
10,ISTP-A,Virtuoso,"[42, 28, 86, 49, 78]"
11,ISTP-A,Virtuoso,"[29, 28, 97, 39, 76]"
12,ISTP-A,Virtuoso,"[36, 28, 86, 47, 76]"
13,ISTP-A,Virtuoso,"[39, 28, 86, 42, 72]"
14,ISTP-A,Virtuoso,"[39, 31, 94, 47, 78]"
15,ISTP-A,Virtuoso,"[43, 31, 94, 49, 81]"
16,ISTP-A,Virtuoso,"[36, 28, 86, 49, 72]"
17,ISTJ-A,Logistician,"[42, 31, 86, 53, 78]"
18,ISTP-A,Virtuoso,"[43, 31, 78, 36, 72]"
19,ISTP-A,Virtuoso,"[33, 31, 86, 47, 75]"
20,ISTP-A,Virtuoso,"[31, 28, 89, 44, 75]"
