Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[42, 25, 81, 22, 69]"
2,ISTP-A,Virtuoso,"[28, 17, 82, 28, 72]"
3,ISTP-A,Virtuoso,"[36, 17, 75, 26, 63]"
4,ISTP-A,Virtuoso,"[39, 21, 75, 29, 68]"
5,ISTP-A,Virtuoso,"[40, 24, 85, 24, 69]"
6,ISTP-A,Virtuoso,"[40, 16, 78, 21, 68]"
7,ISTP-A,Virtuoso,"[25, 20, 81, 25, 68]"
8,ISTP-A,Virtuoso,"[29, 25, 86, 24, 68]"
9,ISTP-A,Virtuoso,"[29, 16, 78, 28, 64]"
10,ISTP-A,Virtuoso,"[36, 7, 71, 29, 71]"
11,ISTP-A,Virtuoso,"[25, 20, 74, 26, 75]"
12,ISTP-A,Virtuoso,"[26, 17, 83, 28, 69]"
13,ISTP-A,Virtuoso,"[31, 17, 71, 22, 67]"
14,ISTP-A,Virtuoso,"[33, 14, 69, 24, 72]"
15,ISTP-A,Virtuoso,"[28, 10, 76, 35, 68]"
16,ISTP-A,Virtuoso,"[33, 17, 75, 28, 61]"
17,ISTP-A,Virtuoso,"[31, 18, 82, 32, 64]"
18,ISTP-A,Virtuoso,"[42, 20, 83, 28, 68]"
19,ISTP-A,Virtuoso,"[36, 17, 83, 24, 68]"
20,ISTP-A,Virtuoso,"[21, 20, 67, 31, 65]"
