Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[31, 22, 75, 37, 72]"
2,ISTP-A,Virtuoso,"[32, 25, 78, 31, 68]"
3,ISTP-A,Virtuoso,"[31, 17, 78, 36, 69]"
4,ISTP-A,Virtuoso,"[15, 21, 83, 33, 69]"
5,ISTP-A,Virtuoso,"[28, 20, 71, 36, 69]"
6,ISTP-A,Virtuoso,"[33, 22, 78, 36, 72]"
7,ISTP-A,Virtuoso,"[39, 27, 75, 33, 69]"
8,ISTP-A,Virtuoso,"[29, 28, 83, 39, 68]"
9,ISTP-A,Virtuoso,"[33, 28, 74, 37, 69]"
10,ISTP-A,Virtuoso,"[31, 24, 75, 33, 69]"
11,ISTP-A,Virtuoso,"[25, 25, 75, 33, 68]"
12,ISTP-A,Virtuoso,"[28, 22, 78, 39, 72]"
13,ISTP-A,Virtuoso,"[29, 13, 78, 40, 69]"
14,ISTP-A,Virtuoso,"[29, 28, 76, 39, 69]"
15,ISTP-A,Virtuoso,"[31, 22, 76, 36, 68]"
16,ISTP-A,Virtuoso,"[28, 25, 78, 36, 68]"
17,ISTP-A,Virtuoso,"[31, 25, 76, 36, 69]"
18,ISTP-A,Virtuoso,"[14, 21, 83, 31, 69]"
19,ISTP-A,Virtuoso,"[31, 14, 78, 35, 69]"
20,ISTP-A,Virtuoso,"[32, 17, 78, 33, 69]"
