Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[36, 21, 71, 33, 60]"
2,ISTP-A,Virtuoso,"[43, 28, 69, 33, 63]"
3,ISTP-A,Virtuoso,"[33, 17, 74, 31, 68]"
4,ISTP-A,Virtuoso,"[40, 31, 69, 37, 65]"
5,ISTP-A,Virtuoso,"[35, 14, 78, 33, 64]"
6,ISTP-A,Virtuoso,"[42, 10, 75, 33, 61]"
7,ISTP-A,Virtuoso,"[33, 27, 78, 35, 65]"
8,ISTP-A,Virtuoso,"[39, 22, 72, 39, 61]"
9,ISTP-A,Virtuoso,"[25, 18, 74, 40, 64]"
10,ISTP-A,Virtuoso,"[42, 21, 79, 35, 61]"
11,ISTP-A,Virtuoso,"[31, 22, 75, 33, 60]"
12,ISTP-A,Virtuoso,"[42, 28, 78, 37, 60]"
13,ISTP-A,Virtuoso,"[32, 13, 75, 32, 63]"
14,ISTP-A,Virtuoso,"[42, 9, 69, 33, 61]"
15,ISTP-A,Virtuoso,"[44, 35, 78, 32, 61]"
16,ISTP-A,Virtuoso,"[39, 21, 78, 32, 61]"
17,ISTP-A,Virtuoso,"[36, 27, 71, 33, 65]"
18,ISTP-A,Virtuoso,"[44, 4, 69, 26, 58]"
19,ISTP-A,Virtuoso,"[35, 17, 74, 32, 64]"
20,ISTP-A,Virtuoso,"[40, 25, 68, 33, 64]"
