Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[58, 36, 64, 31, 75]"
2,ESTP-A,Entrepreneur,"[61, 36, 67, 35, 69]"
3,ESTP-A,Entrepreneur,"[58, 31, 67, 28, 74]"
4,ESTP-A,Entrepreneur,"[53, 38, 56, 33, 71]"
5,ESTP-A,Entrepreneur,"[63, 34, 67, 33, 78]"
6,ESTP-A,Entrepreneur,"[53, 34, 64, 31, 75]"
7,ESTP-A,Entrepreneur,"[58, 36, 69, 19, 67]"
8,ISTP-A,Virtuoso,"[49, 34, 64, 33, 75]"
9,ESTP-A,Entrepreneur,"[61, 34, 64, 29, 72]"
10,ISTP-A,Virtuoso,"[49, 34, 67, 31, 72]"
11,ESTP-A,Entrepreneur,"[61, 34, 69, 26, 72]"
12,ESTP-A,Entrepreneur,"[67, 36, 69, 22, 76]"
13,ESTP-A,Entrepreneur,"[64, 36, 69, 31, 72]"
14,ESTP-A,Entrepreneur,"[51, 34, 67, 28, 71]"
15,ISTP-A,Virtuoso,"[49, 36, 57, 22, 72]"
16,ESTP-A,Entrepreneur,"[53, 34, 67, 28, 69]"
17,ESTP-A,Entrepreneur,"[64, 34, 69, 25, 72]"
18,ESTP-A,Entrepreneur,"[56, 34, 60, 31, 74]"
19,ESTP-A,Entrepreneur,"[61, 31, 67, 26, 74]"
20,ESTP-A,Entrepreneur,"[64, 34, 68, 28, 78]"
