Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[14, 28, 94, 36, 69]"
2,ISTP-A,Virtuoso,"[11, 11, 86, 32, 69]"
3,ISTP-A,Virtuoso,"[8, 22, 86, 42, 67]"
4,ISTP-A,Virtuoso,"[7, 22, 89, 36, 72]"
5,ISTP-A,Virtuoso,"[19, 22, 83, 32, 72]"
6,ISTP-A,Virtuoso,"[11, 11, 86, 33, 69]"
7,ISTP-A,Virtuoso,"[11, 28, 88, 33, 68]"
8,ISTP-A,Virtuoso,"[17, 28, 92, 33, 72]"
9,ISTJ-A,Logistician,"[3, 28, 88, 100, 72]"
10,ISTP-A,Virtuoso,"[8, 14, 92, 31, 69]"
11,ISTP-A,Virtuoso,"[19, 20, 89, 31, 69]"
12,ISTP-A,Virtuoso,"[14, 2, 89, 31, 67]"
13,ISTP-A,Virtuoso,"[22, 17, 92, 36, 67]"
14,ISTP-A,Virtuoso,"[19, 7, 86, 35, 69]"
15,ISTP-A,Virtuoso,"[25, 22, 89, 33, 69]"
16,ISTP-A,Virtuoso,"[17, 20, 89, 31, 69]"
17,ISTP-A,Virtuoso,"[25, 2, 92, 33, 69]"
18,ISTP-A,Virtuoso,"[3, 20, 83, 33, 67]"
19,ISTP-A,Virtuoso,"[10, 20, 83, 33, 72]"
20,ISTP-A,Virtuoso,"[22, 14, 78, 31, 72]"
