Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[33, 17, 64, 32, 71]"
2,ISTP-A,Virtuoso,"[36, 27, 67, 25, 68]"
3,ISTP-A,Virtuoso,"[35, 28, 75, 31, 63]"
4,ISTP-A,Virtuoso,"[32, 27, 65, 32, 64]"
5,ISTP-A,Virtuoso,"[28, 18, 71, 26, 75]"
6,ISTP-A,Virtuoso,"[28, 18, 75, 26, 64]"
7,ISTP-A,Virtuoso,"[36, 25, 67, 31, 75]"
8,ISTP-A,Virtuoso,"[29, 25, 67, 32, 67]"
9,ISTP-A,Virtuoso,"[32, 7, 68, 33, 68]"
10,ISTP-A,Virtuoso,"[37, 24, 69, 29, 71]"
11,ISTP-A,Virtuoso,"[35, 28, 74, 32, 69]"
12,ISTP-A,Virtuoso,"[37, 20, 74, 29, 64]"
13,ISTP-A,Virtuoso,"[31, 28, 67, 32, 68]"
14,ISTP-A,Virtuoso,"[37, 24, 69, 25, 67]"
15,ISTP-A,Virtuoso,"[32, 28, 72, 26, 71]"
16,ISTP-A,Virtuoso,"[35, 20, 60, 29, 67]"
17,ISTP-A,Virtuoso,"[35, 14, 68, 24, 72]"
18,ISTP-A,Virtuoso,"[37, 10, 63, 29, 67]"
19,ISTP-A,Virtuoso,"[37, 10, 67, 28, 65]"
20,ISTP-A,Virtuoso,"[39, 24, 64, 36, 72]"
