Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[44, 31, 92, 44, 69]"
2,ISTP-A,Virtuoso,"[33, 20, 90, 36, 72]"
3,ISTP-A,Virtuoso,"[33, 20, 86, 40, 72]"
4,ISTP-A,Virtuoso,"[31, 31, 92, 46, 69]"
5,ISTP-A,Virtuoso,"[33, 14, 89, 40, 71]"
6,ISTP-A,Virtuoso,"[31, 25, 90, 40, 76]"
7,ISTP-A,Virtuoso,"[39, 20, 92, 42, 78]"
8,ISTP-A,Virtuoso,"[36, 28, 86, 40, 75]"
9,ISTP-A,Virtuoso,"[19, 31, 92, 42, 72]"
10,ISTP-A,Virtuoso,"[28, 31, 86, 46, 68]"
11,ISTP-A,Virtuoso,"[33, 11, 92, 39, 67]"
12,ISTP-A,Virtuoso,"[43, 14, 85, 42, 69]"
13,ISTP-A,Virtuoso,"[42, 25, 82, 42, 71]"
14,ISTP-A,Virtuoso,"[31, 34, 86, 40, 72]"
15,ISTP-A,Virtuoso,"[31, 29, 92, 39, 71]"
16,ISTP-A,Virtuoso,"[36, 13, 89, 40, 74]"
17,ISTP-A,Virtuoso,"[32, 11, 90, 49, 69]"
18,ISTP-A,Virtuoso,"[32, 17, 89, 49, 72]"
19,ISTP-A,Virtuoso,"[36, 31, 89, 40, 72]"
20,ISTP-A,Virtuoso,"[42, 28, 94, 42, 75]"
