Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[36, 34, 78, 25, 72]"
2,ISTP-A,Virtuoso,"[44, 22, 83, 22, 72]"
3,ISTP-A,Virtuoso,"[49, 25, 78, 21, 72]"
4,ISTP-A,Virtuoso,"[36, 20, 89, 31, 69]"
5,ISTP-A,Virtuoso,"[33, 6, 79, 28, 69]"
6,ISTP-A,Virtuoso,"[42, 29, 79, 31, 69]"
7,ISTP-A,Virtuoso,"[29, 21, 79, 19, 75]"
8,ISTP-A,Virtuoso,"[39, 13, 94, 31, 74]"
9,ISTP-A,Virtuoso,"[42, 24, 81, 28, 72]"
10,ISTP-A,Virtuoso,"[42, 35, 81, 25, 69]"
11,ISTP-A,Virtuoso,"[39, 22, 78, 21, 71]"
12,ISTP-A,Virtuoso,"[42, 25, 79, 29, 75]"
13,ISTP-A,Virtuoso,"[42, 14, 79, 19, 72]"
14,ISTP-A,Virtuoso,"[33, 22, 83, 25, 72]"
15,ISTP-A,Virtuoso,"[39, 32, 78, 31, 69]"
16,ISTP-A,Virtuoso,"[42, 29, 89, 28, 69]"
17,ISTP-A,Virtuoso,"[42, 17, 86, 28, 68]"
18,ISTP-A,Virtuoso,"[42, 25, 81, 28, 69]"
19,ISTP-A,Virtuoso,"[46, 10, 76, 28, 72]"
20,ISTP-A,Virtuoso,"[39, 17, 83, 28, 72]"
