Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[26, 10, 81, 32, 71]"
2,ISTP-A,Virtuoso,"[35, 11, 81, 32, 63]"
3,ISTP-A,Virtuoso,"[26, 14, 72, 33, 72]"
4,ISTP-A,Virtuoso,"[32, 14, 85, 33, 71]"
5,ISTP-A,Virtuoso,"[31, 11, 79, 25, 74]"
6,ISTP-A,Virtuoso,"[28, 7, 72, 31, 68]"
7,ISTP-A,Virtuoso,"[26, 11, 81, 31, 68]"
8,ISTP-A,Virtuoso,"[29, 17, 76, 33, 68]"
9,ISTP-A,Virtuoso,"[29, 10, 89, 29, 71]"
10,ISTP-A,Virtuoso,"[37, 4, 83, 33, 67]"
11,ISTP-A,Virtuoso,"[29, 14, 78, 31, 67]"
12,ISTP-A,Virtuoso,"[26, 11, 75, 28, 74]"
13,ISTP-A,Virtuoso,"[31, 18, 86, 29, 69]"
14,ISTP-A,Virtuoso,"[33, 11, 79, 29, 68]"
15,ISTP-A,Virtuoso,"[37, 6, 74, 29, 68]"
16,ISTP-A,Virtuoso,"[28, 11, 82, 29, 71]"
17,ISTP-A,Virtuoso,"[28, 22, 76, 37, 67]"
18,ISTP-A,Virtuoso,"[36, 9, 76, 33, 72]"
19,ISTP-A,Virtuoso,"[31, 16, 69, 29, 72]"
20,ISTP-A,Virtuoso,"[28, 6, 75, 26, 76]"
