Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,INFP-A,Mediator,"[24, 60, 46, 8, 61]"
2,INTP-A,Logician,"[29, 61, 54, 11, 65]"
3,INFP-A,Mediator,"[31, 63, 44, 4, 68]"
4,INTP-A,Logician,"[26, 57, 57, 11, 75]"
5,INTP-A,Logician,"[24, 52, 56, 11, 63]"
6,INFP-A,Mediator,"[15, 57, 47, 7, 57]"
7,INTP-A,Logician,"[28, 61, 58, 7, 63]"
8,INTP-A,Logician,"[24, 52, 58, 15, 72]"
9,INTP-A,Logician,"[26, 74, 51, 10, 67]"
10,INTP-A,Logician,"[31, 57, 54, 10, 60]"
11,INFP-A,Mediator,"[28, 70, 44, 10, 58]"
12,INTP-A,Logician,"[25, 52, 63, 10, 61]"
13,INTP-A,Logician,"[31, 63, 57, 3, 65]"
14,INFP-A,Mediator,"[32, 57, 46, 14, 67]"
15,INFP-A,Mediator,"[37, 64, 49, 14, 64]"
16,INTP-A,Logician,"[32, 63, 57, 15, 64]"
17,INFP-A,Mediator,"[26, 52, 49, 8, 67]"
18,INTP-A,Logician,"[18, 64, 56, 8, 64]"
19,INTP-A,Logician,"[25, 59, 58, 10, 71]"
20,INFP-A,Mediator,"[21, 63, 49, 10, 58]"
