Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[57, 48, 36, 10, 57]"
2,ENFP-A,Campaigner,"[57, 53, 37, 11, 68]"
3,ENFP-A,Campaigner,"[67, 53, 35, 10, 67]"
4,ENFP-A,Campaigner,"[58, 51, 37, 15, 65]"
5,ENFP-A,Campaigner,"[64, 59, 40, 10, 64]"
6,ENFP-A,Campaigner,"[61, 54, 35, 10, 51]"
7,ESFP-A,Entertainer,"[57, 46, 42, 10, 58]"
8,ENFP-A,Campaigner,"[65, 56, 36, 10, 63]"
9,ESFP-T,Entertainer,"[58, 48, 35, 7, 44]"
10,ENFP-A,Campaigner,"[61, 54, 44, 4, 61]"
11,ESFP-A,Entertainer,"[60, 48, 32, 11, 64]"
12,ESFP-A,Entertainer,"[61, 45, 43, 19, 61]"
13,ENFP-A,Campaigner,"[61, 52, 43, 4, 65]"
14,ENFP-A,Campaigner,"[69, 59, 44, 8, 64]"
15,ENFP-A,Campaigner,"[58, 64, 35, 10, 61]"
16,ENFP-A,Campaigner,"[61, 52, 33, 14, 58]"
17,ENFP-A,Campaigner,"[65, 54, 40, 15, 61]"
18,ENFP-A,Campaigner,"[69, 52, 37, 14, 63]"
19,ENFP-A,Campaigner,"[63, 57, 42, 12, 65]"
20,ENFP-A,Campaigner,"[65, 54, 37, 7, 54]"
