Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[21, 6, 68, 68, 76]"
2,ISTJ-A,Logistician,"[26, 0, 69, 61, 85]"
3,ISTJ-A,Logistician,"[17, 6, 72, 68, 79]"
4,ISTJ-A,Logistician,"[21, 3, 71, 61, 82]"
5,ISTJ-A,Logistician,"[15, 4, 69, 65, 76]"
6,ISTJ-A,Logistician,"[22, 9, 64, 58, 81]"
7,ISTJ-A,Logistician,"[17, 3, 74, 63, 82]"
8,ISTJ-A,Logistician,"[15, 0, 69, 69, 76]"
9,ISTJ-A,Logistician,"[21, 2, 60, 60, 82]"
10,ISTJ-A,Logistician,"[18, 0, 65, 64, 75]"
11,ISTJ-A,Logistician,"[17, 3, 74, 64, 79]"
12,ISTJ-A,Logistician,"[18, 3, 61, 71, 78]"
13,ISTJ-A,Logistician,"[19, 2, 57, 61, 74]"
14,ISTJ-A,Logistician,"[15, 0, 67, 61, 74]"
15,ISTJ-A,Logistician,"[17, 2, 67, 67, 82]"
16,ISTJ-A,Logistician,"[15, 2, 67, 64, 71]"
17,ISTJ-A,Logistician,"[22, 4, 72, 65, 75]"
18,ISTJ-A,Logistician,"[21, 6, 63, 65, 78]"
19,ISTJ-A,Logistician,"[15, 6, 60, 61, 71]"
20,ISTJ-A,Logistician,"[15, 0, 68, 63, 75]"
