Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[63, 17, 81, 28, 82]"
2,ESTP-A,Entrepreneur,"[69, 20, 86, 26, 76]"
3,ESTP-A,Entrepreneur,"[78, 31, 83, 26, 82]"
4,ESTP-A,Entrepreneur,"[72, 16, 86, 25, 82]"
5,ESTP-A,Entrepreneur,"[64, 22, 83, 37, 82]"
6,ESTP-A,Entrepreneur,"[65, 25, 85, 31, 75]"
7,ESTP-A,Entrepreneur,"[56, 24, 81, 24, 85]"
8,ESTP-A,Entrepreneur,"[68, 27, 89, 22, 83]"
9,ESTP-A,Entrepreneur,"[69, 13, 96, 19, 79]"
10,ESTP-A,Entrepreneur,"[63, 24, 86, 36, 72]"
11,ESTP-A,Entrepreneur,"[64, 22, 92, 32, 81]"
12,ESTP-A,Entrepreneur,"[65, 31, 82, 24, 79]"
13,ESTP-A,Entrepreneur,"[68, 27, 86, 28, 82]"
14,ESTP-A,Entrepreneur,"[68, 18, 86, 32, 82]"
15,ESTP-A,Entrepreneur,"[58, 18, 83, 29, 76]"
16,ESTP-A,Entrepreneur,"[74, 22, 81, 22, 79]"
17,ESTP-A,Entrepreneur,"[68, 20, 86, 26, 81]"
18,ESTP-A,Entrepreneur,"[57, 27, 83, 24, 81]"
19,ESTP-A,Entrepreneur,"[67, 27, 88, 26, 86]"
20,ESTP-A,Entrepreneur,"[61, 29, 79, 28, 82]"
