Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[0, 4, 86, 63, 74]"
2,ISTJ-A,Logistician,"[0, 6, 79, 64, 64]"
3,ISTJ-A,Logistician,"[0, 13, 85, 67, 76]"
4,ISTJ-A,Logistician,"[4, 11, 82, 69, 74]"
5,ISTJ-A,Logistician,"[1, 7, 86, 68, 72]"
6,ISTJ-A,Logistician,"[0, 6, 85, 68, 79]"
7,ISTJ-A,Logistician,"[0, 10, 83, 69, 72]"
8,ISTJ-A,Logistician,"[3, 6, 82, 60, 81]"
9,ISTJ-A,Logistician,"[3, 6, 83, 61, 76]"
10,ISTJ-A,Logistician,"[0, 13, 88, 65, 76]"
11,ISTJ-A,Logistician,"[4, 13, 82, 69, 75]"
12,ISTJ-A,Logistician,"[1, 11, 83, 69, 74]"
13,ISTJ-A,Logistician,"[0, 9, 82, 72, 71]"
14,ISTJ-A,Logistician,"[1, 7, 85, 64, 75]"
15,ISTJ-A,Logistician,"[3, 7, 86, 71, 72]"
16,ISTJ-A,Logistician,"[1, 2, 83, 68, 65]"
17,ISTJ-A,Logistician,"[0, 16, 78, 71, 68]"
18,ISTJ-A,Logistician,"[0, 3, 81, 68, 76]"
19,ISTJ-A,Logistician,"[0, 7, 74, 65, 74]"
20,ISTJ-A,Logistician,"[3, 11, 88, 63, 74]"
