Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[65, 48, 42, 61, 58]"
2,ESFJ-A,Consul,"[63, 46, 40, 53, 67]"
3,ESFP-A,Entertainer,"[65, 46, 36, 49, 60]"
4,ESFJ-A,Consul,"[60, 47, 46, 56, 54]"
5,ENFJ-A,Protagonist,"[58, 51, 42, 61, 57]"
6,ESFJ-A,Consul,"[65, 48, 43, 60, 65]"
7,ESFJ-T,Consul,"[57, 34, 39, 65, 49]"
8,ENFJ-A,Protagonist,"[64, 51, 44, 63, 57]"
9,ENFJ-A,Protagonist,"[61, 59, 40, 61, 56]"
10,ENFJ-A,Protagonist,"[57, 51, 40, 61, 61]"
11,ESFJ-T,Consul,"[57, 43, 43, 58, 49]"
12,ENFJ-T,Protagonist,"[65, 51, 39, 60, 49]"
13,ENFJ-A,Protagonist,"[56, 51, 37, 56, 57]"
14,ENFJ-A,Protagonist,"[68, 52, 40, 72, 58]"
15,ESFJ-A,Consul,"[60, 48, 39, 61, 60]"
16,ESFJ-A,Consul,"[54, 43, 33, 64, 63]"
17,ENFJ-A,Protagonist,"[64, 51, 42, 57, 57]"
18,ESFJ-A,Consul,"[60, 46, 44, 63, 51]"
19,ESFJ-A,Consul,"[60, 45, 46, 57, 58]"
20,ESFJ-T,Consul,"[63, 45, 42, 61, 49]"
