Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[42, 41, 60, 12, 69]"
2,ISTP-A,Virtuoso,"[31, 34, 71, 8, 65]"
3,ISTP-A,Virtuoso,"[35, 36, 65, 17, 79]"
4,ISTP-A,Virtuoso,"[26, 42, 60, 11, 67]"
5,ISTP-A,Virtuoso,"[26, 46, 67, 10, 71]"
6,ISTP-A,Virtuoso,"[31, 46, 60, 14, 75]"
7,ISTP-A,Virtuoso,"[33, 46, 64, 11, 68]"
8,ISTP-A,Virtuoso,"[33, 42, 57, 10, 74]"
9,ISTP-A,Virtuoso,"[33, 36, 58, 11, 71]"
10,ISTP-A,Virtuoso,"[25, 38, 54, 6, 64]"
11,ISTP-A,Virtuoso,"[32, 41, 67, 12, 72]"
12,ISTP-A,Virtuoso,"[26, 39, 61, 18, 65]"
13,ISTP-A,Virtuoso,"[32, 35, 61, 12, 67]"
14,ISTP-A,Virtuoso,"[32, 36, 61, 14, 71]"
15,ISTP-A,Virtuoso,"[36, 34, 58, 8, 64]"
16,ISTP-A,Virtuoso,"[33, 43, 61, 11, 69]"
17,ISTP-A,Virtuoso,"[33, 46, 57, 11, 78]"
18,ISTP-A,Virtuoso,"[33, 45, 65, 11, 63]"
19,ISTP-A,Virtuoso,"[37, 42, 51, 14, 67]"
20,ISTP-A,Virtuoso,"[26, 41, 53, 12, 65]"
