Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[0, 29, 93, 49, 75]"
2,ISTP-A,Virtuoso,"[3, 34, 92, 49, 78]"
3,ISTP-A,Virtuoso,"[3, 18, 94, 49, 76]"
4,ISTP-A,Virtuoso,"[0, 36, 86, 42, 75]"
5,ISTJ-A,Logistician,"[0, 25, 89, 56, 78]"
6,ISTP-A,Virtuoso,"[0, 29, 89, 49, 82]"
7,ISTP-A,Virtuoso,"[0, 32, 89, 46, 72]"
8,ISTJ-A,Logistician,"[0, 25, 89, 56, 82]"
9,ISTP-A,Virtuoso,"[0, 31, 86, 42, 79]"
10,ISTP-A,Virtuoso,"[0, 28, 92, 43, 88]"
11,ISTP-A,Virtuoso,"[0, 27, 88, 46, 76]"
12,ISTJ-A,Logistician,"[0, 31, 89, 57, 76]"
13,ISTP-A,Virtuoso,"[0, 32, 92, 44, 81]"
14,ISTP-A,Virtuoso,"[0, 31, 86, 46, 78]"
15,ISTP-A,Virtuoso,"[0, 29, 89, 49, 75]"
16,ISTJ-A,Logistician,"[0, 28, 92, 56, 86]"
17,ISTP-A,Virtuoso,"[1, 24, 88, 49, 78]"
18,ISTP-A,Virtuoso,"[1, 27, 94, 40, 88]"
19,ISTP-A,Virtuoso,"[0, 29, 89, 49, 79]"
20,ISTP-A,Virtuoso,"[0, 27, 90, 47, 74]"
