Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[0, 22, 69, 47, 60]"
2,ISTP-T,Virtuoso,"[0, 29, 69, 49, 40]"
3,ISTP-A,Virtuoso,"[0, 39, 68, 49, 51]"
4,ISTJ-T,Logistician,"[0, 24, 64, 53, 49]"
5,ISTP-A,Virtuoso,"[0, 31, 65, 49, 51]"
6,ISTJ-A,Logistician,"[0, 29, 65, 51, 51]"
7,ISTP-A,Virtuoso,"[0, 24, 75, 49, 56]"
8,ISTJ-A,Logistician,"[0, 31, 64, 54, 54]"
9,ISTP-A,Virtuoso,"[0, 25, 64, 46, 54]"
10,ISTJ-A,Logistician,"[0, 20, 65, 51, 58]"
11,ISTJ-T,Logistician,"[0, 21, 56, 54, 49]"
12,ISTP-A,Virtuoso,"[0, 20, 67, 47, 53]"
13,ISTP-A,Virtuoso,"[0, 29, 65, 49, 58]"
14,ISTJ-A,Logistician,"[0, 25, 63, 51, 58]"
15,ISTP-A,Virtuoso,"[0, 21, 67, 47, 51]"
16,ISTP-T,Virtuoso,"[0, 22, 63, 49, 44]"
17,ISTP-A,Virtuoso,"[0, 16, 68, 47, 51]"
18,ISTP-A,Virtuoso,"[0, 22, 63, 47, 56]"
19,ISTP-T,Virtuoso,"[0, 34, 58, 42, 47]"
20,ISTJ-A,Logistician,"[0, 28, 58, 57, 58]"
