Cycle,Code,Role,Values
1,ENTJ-A,Commander,"[63, 52, 85, 68, 74]"
2,ENTJ-A,Commander,"[71, 52, 85, 60, 72]"
3,ESTJ-A,Executive,"[61, 47, 82, 67, 76]"
4,ESTJ-A,Executive,"[61, 47, 78, 64, 74]"
5,ENTJ-A,Commander,"[61, 59, 90, 65, 72]"
6,ESTJ-A,Executive,"[63, 48, 88, 63, 83]"
7,ESTJ-A,Executive,"[71, 36, 79, 53, 78]"
8,ESTJ-A,Executive,"[63, 47, 83, 58, 85]"
9,ESTJ-A,Executive,"[58, 47, 83, 58, 72]"
10,ESTJ-A,Executive,"[57, 48, 85, 65, 72]"
11,ENTJ-A,Commander,"[63, 51, 86, 57, 74]"
12,ESTJ-A,Executive,"[72, 48, 90, 64, 69]"
13,ESTJ-A,Executive,"[61, 46, 83, 58, 82]"
14,ESTJ-A,Executive,"[65, 46, 83, 63, 69]"
15,ESTJ-A,Executive,"[67, 43, 82, 68, 68]"
16,ESTJ-A,Executive,"[63, 34, 83, 65, 81]"
17,ESTJ-A,Executive,"[69, 48, 93, 67, 74]"
18,ENTJ-A,Commander,"[60, 56, 90, 67, 78]"
19,ESTJ-A,Executive,"[67, 42, 88, 63, 79]"
20,ENTJ-A,Commander,"[67, 56, 85, 68, 75]"
