Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[51, 25, 39, 64, 67]"
2,ISFJ-T,Defender,"[43, 18, 44, 63, 47]"
3,ESFJ-A,Consul,"[54, 21, 42, 60, 61]"
4,ISFJ-A,Defender,"[47, 16, 40, 65, 53]"
5,ISFJ-A,Defender,"[44, 18, 39, 56, 60]"
6,ISFJ-A,Defender,"[49, 14, 36, 61, 56]"
7,ESFJ-A,Consul,"[51, 18, 42, 60, 54]"
8,ISFJ-A,Defender,"[42, 18, 36, 60, 61]"
9,ESFJ-A,Consul,"[53, 14, 42, 58, 65]"
10,ISFJ-A,Defender,"[46, 18, 42, 64, 60]"
11,ISFJ-A,Defender,"[49, 17, 42, 61, 63]"
12,ISFJ-A,Defender,"[46, 20, 36, 60, 60]"
13,ESFJ-A,Consul,"[53, 18, 40, 65, 71]"
14,ESFJ-A,Consul,"[51, 18, 40, 60, 64]"
15,ISFJ-A,Defender,"[43, 22, 37, 65, 65]"
16,ISFJ-A,Defender,"[49, 11, 40, 63, 69]"
17,ISFJ-A,Defender,"[46, 16, 39, 65, 60]"
18,ISFJ-A,Defender,"[44, 13, 37, 61, 65]"
19,ESFJ-A,Consul,"[53, 18, 49, 60, 64]"
20,ISFJ-A,Defender,"[47, 22, 35, 61, 63]"
