Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[0, 32, 54, 43, 64]"
2,ISTP-A,Virtuoso,"[0, 36, 64, 37, 51]"
3,ISTP-A,Virtuoso,"[0, 22, 56, 37, 56]"
4,ISTP-A,Virtuoso,"[0, 28, 60, 47, 64]"
5,ISTP-A,Virtuoso,"[0, 34, 51, 40, 54]"
6,ISTP-A,Virtuoso,"[0, 28, 64, 39, 57]"
7,ISTP-A,Virtuoso,"[0, 27, 61, 46, 61]"
8,ISTP-A,Virtuoso,"[1, 31, 60, 35, 60]"
9,ISTP-A,Virtuoso,"[3, 25, 63, 36, 60]"
10,ISTP-A,Virtuoso,"[0, 28, 64, 36, 56]"
11,ISTP-A,Virtuoso,"[0, 22, 53, 47, 57]"
12,ISTP-A,Virtuoso,"[0, 34, 56, 37, 57]"
13,ISTP-A,Virtuoso,"[0, 32, 67, 37, 54]"
14,ISTP-A,Virtuoso,"[0, 32, 57, 44, 53]"
15,ISTP-A,Virtuoso,"[0, 28, 58, 42, 58]"
16,ISTP-A,Virtuoso,"[0, 28, 54, 44, 64]"
17,ISTP-A,Virtuoso,"[0, 25, 67, 46, 68]"
18,ISTP-A,Virtuoso,"[1, 28, 56, 47, 63]"
19,ISTP-T,Virtuoso,"[0, 31, 64, 42, 49]"
20,ISTP-A,Virtuoso,"[0, 32, 61, 47, 54]"
