Cycle,Code,Role,Values
1,INFP-A,Mediator,"[25, 60, 36, 47, 57]"
2,INFP-A,Mediator,"[15, 53, 37, 40, 67]"
3,ISFP-A,Adventurer,"[19, 48, 32, 37, 56]"
4,INFP-A,Mediator,"[22, 56, 33, 36, 58]"
5,INFP-A,Mediator,"[24, 59, 36, 40, 63]"
6,INFP-A,Mediator,"[19, 54, 29, 36, 56]"
7,INFP-A,Mediator,"[19, 52, 33, 35, 53]"
8,INFP-A,Mediator,"[22, 56, 31, 44, 63]"
9,INFP-A,Mediator,"[26, 59, 33, 36, 60]"
10,INFP-A,Mediator,"[25, 66, 39, 37, 57]"
11,INFP-A,Mediator,"[28, 51, 32, 49, 58]"
12,ISFP-T,Adventurer,"[17, 48, 29, 46, 47]"
13,INFP-A,Mediator,"[22, 63, 35, 32, 60]"
14,ISFP-A,Adventurer,"[28, 47, 32, 39, 51]"
15,INFP-A,Mediator,"[19, 57, 31, 43, 63]"
16,INFP-A,Mediator,"[28, 56, 36, 39, 57]"
17,INFP-A,Mediator,"[24, 63, 37, 33, 63]"
18,INFP-A,Mediator,"[15, 52, 31, 37, 60]"
19,INFP-A,Mediator,"[12, 51, 31, 44, 58]"
20,INFP-A,Mediator,"[22, 51, 31, 43, 58]"
