Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[57, 45, 53, 35, 57]"
2,ESFP-A,Entertainer,"[58, 48, 49, 37, 74]"
3,ESFP-A,Entertainer,"[67, 41, 47, 21, 65]"
4,ESTP-A,Entrepreneur,"[60, 46, 51, 29, 56]"
5,ESFP-A,Entertainer,"[68, 45, 47, 37, 56]"
6,ESFP-A,Entertainer,"[63, 45, 47, 35, 57]"
7,ESTP-A,Entrepreneur,"[60, 43, 51, 28, 58]"
8,ESFP-A,Entertainer,"[61, 41, 49, 44, 60]"
9,ESFP-A,Entertainer,"[60, 43, 49, 33, 71]"
10,ESFP-A,Entertainer,"[67, 46, 49, 25, 63]"
11,ESFP-A,Entertainer,"[63, 47, 47, 39, 60]"
12,ESFP-A,Entertainer,"[60, 45, 46, 35, 64]"
13,ESFP-A,Entertainer,"[65, 41, 47, 37, 63]"
14,ESFP-A,Entertainer,"[65, 36, 49, 36, 64]"
15,ESTP-A,Entrepreneur,"[58, 47, 51, 35, 63]"
16,ESFP-A,Entertainer,"[58, 48, 49, 36, 61]"
17,ENTP-A,Debater,"[67, 51, 51, 29, 58]"
18,ESFP-A,Entertainer,"[68, 43, 39, 36, 53]"
19,ESFP-A,Entertainer,"[60, 45, 47, 25, 68]"
20,ENFP-A,Campaigner,"[61, 51, 44, 35, 60]"
