Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[49, 3, 67, 69, 83]"
2,ESTJ-A,Executive,"[51, 2, 72, 69, 75]"
3,ISTJ-A,Logistician,"[44, 2, 72, 65, 75]"
4,ISTJ-A,Logistician,"[43, 4, 68, 65, 75]"
5,ESTJ-A,Executive,"[51, 11, 69, 68, 78]"
6,ESTJ-A,Executive,"[57, 6, 69, 71, 75]"
7,ISTJ-A,Logistician,"[49, 3, 71, 69, 79]"
8,ISTJ-A,Logistician,"[47, 2, 67, 75, 85]"
9,ESTJ-A,Executive,"[60, 7, 69, 65, 79]"
10,ESTJ-A,Executive,"[54, 7, 69, 71, 76]"
11,ISTJ-A,Logistician,"[49, 6, 67, 69, 74]"
12,ISTJ-A,Logistician,"[47, 7, 76, 63, 79]"
13,ESTJ-A,Executive,"[53, 3, 76, 64, 72]"
14,ESTJ-A,Executive,"[57, 4, 64, 65, 83]"
15,ESTJ-A,Executive,"[54, 6, 69, 65, 76]"
16,ESTJ-A,Executive,"[54, 6, 69, 71, 74]"
17,ESTJ-A,Executive,"[60, 0, 64, 69, 78]"
18,ISTJ-A,Logistician,"[49, 7, 72, 71, 75]"
19,ESTJ-A,Executive,"[54, 6, 68, 74, 79]"
20,ISTJ-A,Logistician,"[49, 0, 67, 72, 75]"
