Cycle,Code,Role,Values
1,ESFJ-A,Consul,"[53, 32, 36, 58, 61]"
2,ESFP-A,Entertainer,"[56, 34, 46, 46, 60]"
3,ESFP-A,Entertainer,"[54, 34, 46, 49, 63]"
4,ESFP-T,Entertainer,"[51, 35, 43, 44, 49]"
5,ESFP-A,Entertainer,"[53, 39, 42, 47, 58]"
6,ESFP-A,Entertainer,"[58, 34, 47, 44, 61]"
7,ISFP-A,Adventurer,"[49, 41, 37, 46, 53]"
8,ISFP-A,Adventurer,"[49, 39, 49, 47, 51]"
9,ESFP-A,Entertainer,"[56, 41, 39, 42, 53]"
10,ESFP-A,Entertainer,"[57, 34, 43, 44, 57]"
11,ESFJ-A,Consul,"[56, 45, 46, 51, 61]"
12,ESFP-A,Entertainer,"[56, 43, 46, 46, 65]"
13,ESFJ-A,Consul,"[56, 47, 46, 51, 56]"
14,ISFP-A,Adventurer,"[49, 31, 37, 46, 58]"
15,ESFP-A,Entertainer,"[54, 28, 42, 49, 58]"
16,ESFJ-A,Consul,"[54, 38, 37, 51, 57]"
17,ESFP-A,Entertainer,"[57, 38, 49, 46, 54]"
18,ESFP-A,Entertainer,"[54, 39, 40, 36, 58]"
19,ISFP-A,Adventurer,"[49, 35, 46, 46, 60]"
20,ESFP-A,Entertainer,"[53, 43, 46, 47, 58]"
