Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[22, 35, 76, 36, 78]"
2,ISTP-A,Virtuoso,"[26, 43, 75, 32, 78]"
3,ISTP-A,Virtuoso,"[22, 32, 75, 32, 83]"
4,ISTP-A,Virtuoso,"[31, 28, 78, 32, 76]"
5,ISTP-A,Virtuoso,"[24, 36, 69, 31, 83]"
6,ISTP-A,Virtuoso,"[19, 31, 75, 28, 75]"
7,ISTP-A,Virtuoso,"[29, 35, 78, 46, 71]"
8,ISTP-A,Virtuoso,"[28, 36, 81, 25, 79]"
9,ISTP-A,Virtuoso,"[17, 27, 71, 32, 75]"
10,ISTP-A,Virtuoso,"[14, 32, 81, 26, 79]"
11,ISTP-A,Virtuoso,"[24, 31, 74, 29, 75]"
12,ISTP-A,Virtuoso,"[17, 27, 76, 40, 82]"
13,ISTP-A,Virtuoso,"[22, 29, 72, 35, 69]"
14,ISTP-A,Virtuoso,"[31, 29, 74, 42, 69]"
15,ISTP-A,Virtuoso,"[21, 38, 74, 40, 78]"
16,ISTP-A,Virtuoso,"[15, 39, 76, 46, 83]"
17,ISTP-A,Virtuoso,"[29, 45, 74, 33, 79]"
18,ISTP-A,Virtuoso,"[18, 39, 76, 29, 75]"
19,ISTP-A,Virtuoso,"[10, 36, 74, 33, 83]"
20,ISTP-A,Virtuoso,"[21, 22, 75, 29, 81]"
