Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[40, 45, 58, 44, 65]"
2,ISTP-A,Virtuoso,"[35, 42, 56, 46, 69]"
3,ISTJ-A,Logistician,"[35, 38, 51, 54, 72]"
4,ISFP-A,Adventurer,"[35, 42, 49, 43, 65]"
5,ISTJ-A,Logistician,"[32, 46, 60, 57, 58]"
6,ISTP-A,Virtuoso,"[36, 29, 56, 46, 63]"
7,ISTP-A,Virtuoso,"[33, 38, 63, 42, 69]"
8,ISTP-A,Virtuoso,"[39, 41, 58, 42, 64]"
9,ISTP-A,Virtuoso,"[29, 31, 57, 44, 68]"
10,INTP-A,Logician,"[36, 52, 56, 40, 68]"
11,ISTP-A,Virtuoso,"[39, 48, 53, 46, 74]"
12,ISFP-A,Adventurer,"[42, 45, 49, 42, 71]"
13,ISTP-A,Virtuoso,"[36, 41, 57, 43, 65]"
14,ISTP-A,Virtuoso,"[32, 38, 53, 46, 68]"
15,ISTP-A,Virtuoso,"[37, 42, 58, 49, 68]"
16,ISFP-A,Adventurer,"[37, 39, 49, 44, 65]"
17,ISTP-A,Virtuoso,"[31, 42, 51, 47, 61]"
18,ISTP-A,Virtuoso,"[35, 39, 53, 29, 64]"
19,ISFP-A,Adventurer,"[37, 36, 49, 40, 69]"
20,ISTP-A,Virtuoso,"[26, 36, 61, 49, 60]"
