Cycle,Code,Role,Values
1,ENFP-A,Campaigner,"[58, 53, 39, 8, 69]"
2,ENFP-A,Campaigner,"[64, 52, 42, 11, 68]"
3,ENFP-A,Campaigner,"[57, 53, 42, 15, 56]"
4,ESFP-A,Entertainer,"[60, 47, 43, 10, 67]"
5,ENFP-A,Campaigner,"[58, 61, 40, 14, 65]"
6,ESFP-A,Entertainer,"[63, 46, 44, 19, 57]"
7,ENFP-A,Campaigner,"[57, 60, 43, 14, 61]"
8,ENFP-A,Campaigner,"[58, 54, 49, 17, 53]"
9,ENFP-A,Campaigner,"[61, 51, 39, 21, 60]"
10,ENFP-A,Campaigner,"[54, 60, 37, 12, 65]"
11,ESFP-A,Entertainer,"[57, 48, 39, 14, 61]"
12,ENTP-A,Debater,"[64, 56, 51, 15, 60]"
13,ESFP-A,Entertainer,"[57, 46, 37, 21, 57]"
14,ENFP-A,Campaigner,"[56, 54, 40, 18, 63]"
15,ENFP-A,Campaigner,"[65, 52, 49, 22, 64]"
16,ENFP-T,Campaigner,"[58, 54, 46, 12, 46]"
17,ENFP-A,Campaigner,"[58, 54, 40, 10, 65]"
18,ENFP-A,Campaigner,"[57, 51, 40, 21, 65]"
19,ENFP-A,Campaigner,"[53, 53, 39, 12, 63]"
20,ENFP-A,Campaigner,"[64, 60, 46, 19, 54]"
