Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[17, 36, 79, 60, 74]"
2,ISTJ-A,Logistician,"[18, 41, 75, 61, 83]"
3,ISTJ-A,Logistician,"[10, 36, 78, 67, 81]"
4,ISTJ-A,Logistician,"[15, 46, 76, 60, 85]"
5,ISTJ-A,Logistician,"[24, 42, 75, 71, 83]"
6,INTJ-A,Architect,"[18, 52, 76, 56, 86]"
7,ISTJ-A,Logistician,"[15, 47, 71, 67, 81]"
8,INTJ-A,Architect,"[12, 51, 78, 56, 81]"
9,ISTJ-A,Logistician,"[11, 42, 75, 57, 79]"
10,ISTJ-A,Logistician,"[14, 41, 78, 61, 81]"
11,ISTJ-A,Logistician,"[18, 41, 85, 60, 82]"
12,ISTJ-A,Logistician,"[29, 41, 78, 53, 85]"
13,ISTJ-A,Logistician,"[14, 36, 74, 63, 81]"
14,INTJ-A,Architect,"[28, 52, 85, 63, 81]"
15,ISTJ-A,Logistician,"[18, 39, 83, 61, 89]"
16,INTJ-A,Architect,"[17, 56, 76, 68, 88]"
17,INTJ-A,Architect,"[18, 51, 79, 58, 88]"
18,ISTJ-A,Logistician,"[12, 48, 81, 60, 81]"
19,ISTJ-A,Logistician,"[19, 42, 81, 65, 88]"
20,ISTP-A,Virtuoso,"[24, 46, 75, 49, 85]"
