Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,INFP-A,Mediator,"[36, 51, 39, 36, 68]"
2,ISFP-A,Adventurer,"[31, 45, 46, 28, 63]"
3,ISFP-A,Adventurer,"[29, 45, 39, 24, 61]"
4,ISFP-A,Adventurer,"[25, 43, 42, 26, 58]"
5,ISFP-A,Adventurer,"[25, 42, 39, 33, 58]"
6,ISFP-A,Adventurer,"[26, 43, 37, 29, 64]"
7,ISFP-A,Adventurer,"[28, 42, 35, 37, 69]"
8,ISFP-A,Adventurer,"[31, 45, 39, 28, 65]"
9,ISFP-A,Adventurer,"[33, 46, 44, 33, 63]"
10,INFP-A,Mediator,"[25, 54, 29, 31, 63]"
11,INFP-A,Mediator,"[26, 51, 43, 33, 54]"
12,ISFP-A,Adventurer,"[29, 48, 35, 31, 58]"
13,ISFP-A,Adventurer,"[29, 45, 40, 33, 58]"
14,ISFP-A,Adventurer,"[22, 48, 36, 29, 61]"
15,INFP-A,Mediator,"[26, 51, 46, 35, 61]"
16,ISFP-A,Adventurer,"[35, 47, 39, 26, 61]"
17,ISFP-A,Adventurer,"[28, 43, 37, 39, 58]"
18,ISFP-A,Adventurer,"[35, 48, 39, 35, 65]"
19,INFP-A,Mediator,"[32, 53, 35, 36, 56]"
20,ISFP-A,Adventurer,"[29, 46, 46, 31, 61]"
