Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[61, 20, 94, 14, 71]"
2,ESTP-A,Entrepreneur,"[58, 24, 78, 11, 67]"
3,ISTP-A,Virtuoso,"[49, 22, 93, 12, 69]"
4,ISTP-A,Virtuoso,"[49, 35, 89, 22, 64]"
5,ISTP-A,Virtuoso,"[49, 25, 81, 28, 65]"
6,ESTP-A,Entrepreneur,"[53, 27, 82, 22, 64]"
7,ESTP-A,Entrepreneur,"[64, 18, 94, 19, 63]"
8,ESTP-A,Entrepreneur,"[56, 36, 94, 19, 68]"
9,ESTP-A,Entrepreneur,"[58, 45, 86, 25, 69]"
10,ESTP-A,Entrepreneur,"[56, 34, 78, 25, 75]"
11,ESTP-A,Entrepreneur,"[53, 20, 97, 8, 67]"
12,ESTP-A,Entrepreneur,"[68, 32, 86, 25, 74]"
13,ESTP-A,Entrepreneur,"[53, 24, 92, 31, 67]"
14,ISTP-A,Virtuoso,"[47, 38, 89, 22, 64]"
15,ESTP-A,Entrepreneur,"[56, 24, 81, 25, 69]"
16,ISTP-A,Virtuoso,"[39, 27, 68, 22, 69]"
17,ESTP-A,Entrepreneur,"[72, 17, 75, 15, 69]"
18,ESTP-A,Entrepreneur,"[61, 39, 83, 17, 64]"
19,ISTP-A,Virtuoso,"[47, 25, 86, 24, 67]"
20,ESTP-A,Entrepreneur,"[58, 25, 92, 14, 69]"
