Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[17, 24, 78, 36, 58]"
2,ISTJ-A,Logistician,"[14, 24, 71, 53, 61]"
3,ISTP-T,Virtuoso,"[8, 20, 92, 36, 47]"
4,ISTP-A,Virtuoso,"[14, 20, 71, 49, 56]"
5,ISTP-A,Virtuoso,"[25, 28, 68, 42, 64]"
6,ISTP-T,Virtuoso,"[28, 28, 72, 44, 49]"
7,ISTP-A,Virtuoso,"[17, 25, 89, 36, 53]"
8,ISTP-A,Virtuoso,"[19, 22, 83, 39, 58]"
9,ISTP-A,Virtuoso,"[19, 22, 85, 35, 64]"
10,ISTP-A,Virtuoso,"[17, 34, 94, 39, 56]"
11,ISTJ-A,Logistician,"[14, 11, 76, 56, 58]"
12,ISTP-A,Virtuoso,"[3, 22, 83, 40, 58]"
13,ISTJ-A,Logistician,"[17, 14, 78, 64, 53]"
14,ISTP-A,Virtuoso,"[14, 22, 71, 33, 58]"
15,ISTP-T,Virtuoso,"[17, 20, 90, 42, 49]"
16,ISTP-A,Virtuoso,"[17, 9, 76, 49, 69]"
17,ISTP-A,Virtuoso,"[22, 11, 72, 32, 64]"
18,ISTP-A,Virtuoso,"[17, 7, 76, 36, 58]"
19,ISTJ-A,Logistician,"[14, 20, 78, 53, 69]"
20,ISTP-A,Virtuoso,"[8, 11, 89, 49, 53]"
