Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[44, 28, 75, 47, 75]"
2,ISTJ-A,Logistician,"[47, 28, 86, 53, 74]"
3,ESTJ-A,Executive,"[58, 20, 86, 64, 72]"
4,ISTP-A,Virtuoso,"[42, 20, 94, 47, 71]"
5,ISTP-A,Virtuoso,"[49, 34, 78, 43, 72]"
6,ISTJ-A,Logistician,"[42, 31, 83, 53, 63]"
7,ISTP-A,Virtuoso,"[39, 28, 86, 42, 69]"
8,ISTP-A,Virtuoso,"[44, 28, 86, 47, 72]"
9,ISTJ-A,Logistician,"[47, 25, 83, 56, 72]"
10,ESTP-A,Entrepreneur,"[56, 25, 86, 47, 67]"
11,ISTP-A,Virtuoso,"[39, 25, 86, 44, 69]"
12,ISTP-A,Virtuoso,"[44, 17, 86, 49, 72]"
13,ISTP-A,Virtuoso,"[47, 28, 92, 47, 72]"
14,ISTJ-A,Logistician,"[44, 22, 78, 58, 72]"
15,ISTP-A,Virtuoso,"[36, 31, 86, 49, 71]"
16,ISTP-A,Virtuoso,"[35, 31, 92, 47, 72]"
17,ISTP-A,Virtuoso,"[33, 25, 83, 42, 74]"
18,ISTJ-A,Logistician,"[31, 31, 78, 53, 75]"
19,ISTP-A,Virtuoso,"[42, 25, 78, 49, 75]"
20,ESTP-A,Entrepreneur,"[58, 28, 86, 49, 67]"
