Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[31, 24, 78, 29, 53]"
2,ISTP-A,Virtuoso,"[26, 34, 82, 29, 56]"
3,ISTP-A,Virtuoso,"[12, 31, 83, 14, 56]"
4,ISTP-A,Virtuoso,"[22, 34, 78, 28, 68]"
5,ISTP-A,Virtuoso,"[22, 34, 79, 28, 60]"
6,ISTP-A,Virtuoso,"[25, 25, 69, 28, 58]"
7,ISTP-A,Virtuoso,"[25, 29, 85, 29, 56]"
8,ISTP-A,Virtuoso,"[19, 17, 78, 24, 56]"
9,ISTP-A,Virtuoso,"[39, 28, 86, 24, 69]"
10,ISTP-T,Virtuoso,"[32, 25, 81, 18, 49]"
11,ISTP-A,Virtuoso,"[22, 29, 83, 17, 64]"
12,ISTP-A,Virtuoso,"[28, 28, 78, 31, 58]"
13,ISTP-A,Virtuoso,"[26, 28, 81, 21, 64]"
14,ISTP-A,Virtuoso,"[25, 29, 83, 31, 56]"
15,ISTP-A,Virtuoso,"[35, 31, 79, 31, 64]"
16,ISTP-A,Virtuoso,"[28, 31, 78, 42, 64]"
17,ISTP-A,Virtuoso,"[14, 25, 83, 29, 67]"
18,ISTP-A,Virtuoso,"[25, 27, 74, 26, 65]"
19,ISTP-A,Virtuoso,"[19, 32, 92, 28, 64]"
20,ISTP-A,Virtuoso,"[14, 31, 94, 28, 57]"
