Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[49, 31, 72, 35, 72]"
2,ESTP-A,Entrepreneur,"[58, 34, 64, 47, 61]"
3,ISTP-A,Virtuoso,"[47, 34, 69, 44, 69]"
4,ISTP-A,Virtuoso,"[44, 34, 58, 47, 67]"
5,ESTP-A,Entrepreneur,"[58, 36, 72, 47, 69]"
6,ISTP-A,Virtuoso,"[39, 34, 64, 47, 69]"
7,ISTJ-A,Logistician,"[42, 36, 67, 53, 75]"
8,ESTJ-A,Executive,"[53, 34, 53, 56, 69]"
9,ISTJ-A,Logistician,"[47, 34, 61, 58, 72]"
10,ESTP-A,Entrepreneur,"[53, 34, 72, 39, 67]"
11,ESTP-A,Entrepreneur,"[53, 36, 58, 37, 67]"
12,ESTP-A,Entrepreneur,"[58, 28, 69, 44, 67]"
13,ISTP-A,Virtuoso,"[49, 34, 69, 47, 69]"
14,ESTP-A,Entrepreneur,"[53, 34, 64, 42, 75]"
15,ESTP-A,Entrepreneur,"[56, 34, 61, 39, 72]"
16,ISTP-A,Virtuoso,"[44, 36, 69, 42, 72]"
17,ESTP-A,Entrepreneur,"[64, 36, 67, 44, 69]"
18,ISTP-A,Virtuoso,"[44, 36, 72, 49, 71]"
19,ESTP-A,Entrepreneur,"[53, 34, 69, 44, 67]"
20,ISTJ-A,Logistician,"[44, 34, 56, 53, 72]"
