Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[33, 39, 67, 25, 56]"
2,ISTP-A,Virtuoso,"[49, 28, 64, 28, 58]"
3,ISTP-A,Virtuoso,"[39, 34, 72, 17, 64]"
4,ISTP-A,Virtuoso,"[33, 36, 69, 25, 64]"
5,ISTP-A,Virtuoso,"[42, 34, 64, 11, 56]"
6,ISTP-A,Virtuoso,"[29, 36, 67, 14, 64]"
7,ISTP-A,Virtuoso,"[31, 39, 64, 17, 64]"
8,ISTP-A,Virtuoso,"[36, 28, 57, 22, 58]"
9,ISTP-A,Virtuoso,"[33, 34, 58, 31, 56]"
10,ISTP-A,Virtuoso,"[36, 32, 58, 17, 61]"
11,ISTP-A,Virtuoso,"[44, 34, 56, 22, 56]"
12,ISTP-T,Virtuoso,"[40, 38, 69, 33, 49]"
13,ISTP-A,Virtuoso,"[36, 25, 67, 28, 53]"
14,ISTP-A,Virtuoso,"[31, 34, 56, 31, 58]"
15,ISTP-A,Virtuoso,"[36, 34, 72, 33, 56]"
16,ISTP-A,Virtuoso,"[28, 42, 63, 24, 53]"
17,ESTP-A,Entrepreneur,"[53, 39, 53, 29, 56]"
18,ISTP-A,Virtuoso,"[42, 34, 67, 25, 51]"
19,ISTP-A,Virtuoso,"[44, 36, 61, 22, 58]"
20,ISTP-A,Virtuoso,"[44, 31, 72, 28, 56]"
