Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[33, 42, 58, 11, 53]"
2,ISTP-T,Virtuoso,"[28, 22, 69, 11, 49]"
3,ISTP-A,Virtuoso,"[39, 45, 64, 14, 69]"
4,ISTP-A,Virtuoso,"[32, 45, 78, 10, 56]"
5,ISTP-T,Virtuoso,"[25, 39, 74, 14, 49]"
6,ISTP-A,Virtuoso,"[42, 22, 75, 11, 61]"
7,ISTP-A,Virtuoso,"[46, 31, 69, 8, 64]"
8,ISTP-T,Virtuoso,"[39, 36, 69, 6, 49]"
9,ISTP-T,Virtuoso,"[25, 36, 69, 18, 44]"
10,ISTP-A,Virtuoso,"[44, 45, 53, 15, 53]"
11,ISTP-A,Virtuoso,"[42, 34, 64, 21, 56]"
12,ISTP-A,Virtuoso,"[47, 42, 58, 19, 53]"
13,ISTP-A,Virtuoso,"[15, 31, 75, 19, 56]"
14,ISTP-A,Virtuoso,"[36, 34, 64, 28, 58]"
15,ISTP-A,Virtuoso,"[31, 20, 81, 15, 60]"
16,ISTP-A,Virtuoso,"[39, 22, 67, 21, 67]"
17,INTP-A,Logician,"[33, 51, 61, 11, 64]"
18,ISTP-A,Virtuoso,"[44, 36, 75, 14, 53]"
19,ISTP-T,Virtuoso,"[33, 28, 65, 12, 44]"
20,ISTP-A,Virtuoso,"[19, 36, 61, 31, 56]"
