Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[58, 25, 64, 14, 53]"
2,ISTP-A,Virtuoso,"[49, 14, 69, 25, 61]"
3,ESTP-A,Entrepreneur,"[58, 25, 64, 25, 61]"
4,ESTP-A,Entrepreneur,"[53, 25, 72, 19, 67]"
5,ESTP-A,Entrepreneur,"[63, 28, 67, 17, 61]"
6,ISTP-A,Virtuoso,"[39, 20, 75, 6, 58]"
7,ESTP-A,Entrepreneur,"[56, 20, 61, 6, 64]"
8,ESTP-A,Entrepreneur,"[53, 32, 72, 7, 67]"
9,ISTP-A,Virtuoso,"[47, 31, 72, 8, 67]"
10,ESTP-A,Entrepreneur,"[56, 22, 78, 6, 61]"
11,ISTP-A,Virtuoso,"[47, 36, 69, 12, 60]"
12,ESTP-A,Entrepreneur,"[56, 39, 67, 22, 61]"
13,ISTP-A,Virtuoso,"[49, 14, 69, 3, 58]"
14,ESTP-A,Entrepreneur,"[61, 14, 74, 11, 68]"
15,ESTP-A,Entrepreneur,"[58, 31, 67, 15, 61]"
16,ESTP-A,Entrepreneur,"[53, 34, 67, 8, 61]"
17,ISTP-A,Virtuoso,"[28, 14, 63, 17, 58]"
18,ISTP-A,Virtuoso,"[39, 31, 61, 11, 61]"
19,ISTP-A,Virtuoso,"[33, 42, 74, 10, 61]"
20,ESTP-A,Entrepreneur,"[67, 22, 76, 19, 67]"
