Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[25, 36, 81, 14, 51]"
2,ISTP-A,Virtuoso,"[33, 34, 72, 31, 69]"
3,ISTP-A,Virtuoso,"[36, 29, 81, 22, 61]"
4,ISTP-A,Virtuoso,"[17, 27, 92, 25, 58]"
5,ISTP-T,Virtuoso,"[21, 28, 85, 14, 47]"
6,ISTP-A,Virtuoso,"[19, 38, 85, 12, 64]"
7,ISTP-A,Virtuoso,"[42, 31, 90, 19, 64]"
8,ISTP-A,Virtuoso,"[11, 20, 88, 18, 56]"
9,ISTP-A,Virtuoso,"[14, 20, 85, 11, 61]"
10,ISTP-A,Virtuoso,"[33, 14, 72, 21, 58]"
11,ISTP-A,Virtuoso,"[25, 25, 100, 14, 54]"
12,ISTP-T,Virtuoso,"[19, 9, 85, 10, 49]"
13,ISTP-A,Virtuoso,"[33, 35, 75, 28, 63]"
14,ISTP-A,Virtuoso,"[17, 22, 83, 14, 61]"
15,ISTP-A,Virtuoso,"[36, 34, 75, 14, 61]"
16,ISTP-A,Virtuoso,"[12, 24, 81, 8, 56]"
17,ISTP-A,Virtuoso,"[22, 25, 81, 33, 60]"
18,ISTP-A,Virtuoso,"[15, 20, 88, 14, 61]"
19,ISTP-A,Virtuoso,"[28, 25, 81, 22, 67]"
20,ISTP-A,Virtuoso,"[17, 31, 100, 15, 54]"
