Cycle,Code,Role,Values
1,ISTJ-A,Logistician,"[17, 11, 68, 64, 74]"
2,ISTJ-A,Logistician,"[24, 10, 65, 64, 76]"
3,ISTJ-A,Logistician,"[25, 16, 68, 72, 79]"
4,ISTJ-A,Logistician,"[17, 18, 71, 71, 76]"
5,ISTJ-A,Logistician,"[15, 20, 69, 69, 82]"
6,ISTJ-A,Logistician,"[24, 22, 72, 69, 71]"
7,ISTJ-A,Logistician,"[22, 17, 71, 65, 82]"
8,ISTJ-A,Logistician,"[21, 20, 69, 71, 78]"
9,ISTJ-A,Logistician,"[25, 20, 69, 65, 81]"
10,ISTJ-A,Logistician,"[21, 18, 68, 71, 76]"
11,ISTJ-A,Logistician,"[26, 18, 74, 67, 76]"
12,ISTJ-A,Logistician,"[17, 21, 67, 72, 75]"
13,ISTJ-A,Logistician,"[18, 16, 68, 72, 79]"
14,ISTJ-A,Logistician,"[26, 22, 67, 72, 74]"
15,ISTJ-A,Logistician,"[21, 20, 69, 69, 76]"
16,ISTJ-A,Logistician,"[21, 13, 69, 71, 78]"
17,ISTJ-A,Logistician,"[26, 16, 64, 69, 79]"
18,ISTJ-A,Logistician,"[22, 17, 69, 71, 79]"
19,ISTJ-A,Logistician,"[18, 20, 68, 68, 82]"
20,ISTJ-A,Logistician,"[18, 17, 71, 72, 74]"
