Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[36, 35, 58, 42, 65]"
2,ISTP-A,Virtuoso,"[37, 45, 61, 42, 64]"
3,ISTP-A,Virtuoso,"[35, 35, 60, 42, 64]"
4,ISTP-A,Virtuoso,"[43, 41, 61, 40, 64]"
5,ISTP-A,Virtuoso,"[37, 39, 60, 42, 65]"
6,ISTP-A,Virtuoso,"[39, 42, 60, 39, 65]"
7,ISTP-A,Virtuoso,"[36, 43, 60, 42, 69]"
8,ISTP-A,Virtuoso,"[39, 36, 61, 36, 65]"
9,ISTP-A,Virtuoso,"[36, 39, 58, 40, 68]"
10,ISTP-A,Virtuoso,"[40, 38, 61, 39, 61]"
11,ISTP-A,Virtuoso,"[40, 39, 63, 43, 68]"
12,ISTP-A,Virtuoso,"[40, 43, 60, 39, 63]"
13,ISTP-A,Virtuoso,"[40, 31, 60, 42, 65]"
14,ISTP-A,Virtuoso,"[40, 41, 58, 37, 61]"
15,ISTP-A,Virtuoso,"[43, 38, 58, 37, 61]"
16,ISTP-A,Virtuoso,"[37, 36, 54, 40, 64]"
17,ISTP-A,Virtuoso,"[37, 29, 58, 36, 63]"
18,ISTP-A,Virtuoso,"[37, 38, 63, 39, 63]"
19,ISTP-A,Virtuoso,"[37, 39, 60, 42, 67]"
20,ISTP-A,Virtuoso,"[39, 41, 63, 39, 64]"
