Cycle,Code,Role,Values
1,INFP-A,Mediator,"[35, 59, 44, 24, 63]"
2,INFP-A,Mediator,"[35, 51, 37, 25, 67]"
3,ISFP-A,Adventurer,"[36, 47, 47, 25, 69]"
4,ISFP-A,Adventurer,"[29, 46, 42, 24, 63]"
5,INFP-A,Mediator,"[29, 51, 42, 22, 69]"
6,INFP-A,Mediator,"[32, 63, 36, 26, 68]"
7,ISFP-A,Adventurer,"[32, 46, 40, 25, 60]"
8,ISFP-A,Adventurer,"[31, 46, 42, 19, 65]"
9,INFP-A,Mediator,"[31, 52, 37, 26, 65]"
10,INFP-A,Mediator,"[28, 56, 39, 22, 61]"
11,INFP-A,Mediator,"[25, 56, 42, 24, 67]"
12,INFP-A,Mediator,"[36, 52, 44, 19, 69]"
13,INFP-A,Mediator,"[29, 56, 39, 19, 65]"
14,INFP-A,Mediator,"[28, 64, 46, 25, 61]"
15,INFP-A,Mediator,"[37, 54, 39, 17, 68]"
16,INFP-A,Mediator,"[35, 57, 40, 22, 63]"
17,INFP-A,Mediator,"[35, 54, 44, 25, 67]"
18,INFP-A,Mediator,"[36, 52, 43, 24, 60]"
19,INFP-A,Mediator,"[36, 53, 42, 26, 67]"
20,INFP-A,Mediator,"[36, 56, 43, 21, 67]"
