Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[40, 41, 53, 40, 63]"
2,ISTP-A,Virtuoso,"[44, 38, 63, 39, 61]"
3,ISTP-A,Virtuoso,"[43, 34, 61, 39, 61]"
4,ISTP-A,Virtuoso,"[42, 42, 58, 42, 63]"
5,ISTP-A,Virtuoso,"[40, 36, 60, 40, 65]"
6,ISTP-A,Virtuoso,"[42, 36, 58, 44, 67]"
7,ISTP-A,Virtuoso,"[43, 32, 58, 42, 67]"
8,ISTP-A,Virtuoso,"[36, 42, 56, 42, 64]"
9,ISTP-A,Virtuoso,"[43, 39, 64, 43, 65]"
10,ISTP-A,Virtuoso,"[37, 36, 64, 39, 61]"
11,ISTP-A,Virtuoso,"[44, 43, 58, 42, 63]"
12,ISTP-A,Virtuoso,"[42, 36, 57, 40, 63]"
13,ISTP-A,Virtuoso,"[43, 39, 58, 36, 61]"
14,ISTP-A,Virtuoso,"[40, 38, 60, 39, 68]"
15,ISTP-A,Virtuoso,"[39, 38, 58, 39, 67]"
16,ISTP-A,Virtuoso,"[37, 45, 61, 43, 67]"
17,ISTP-A,Virtuoso,"[40, 38, 60, 36, 68]"
18,ISTP-A,Virtuoso,"[40, 36, 57, 43, 63]"
19,ISTP-A,Virtuoso,"[37, 34, 56, 35, 65]"
20,ISTP-A,Virtuoso,"[37, 36, 60, 44, 65]"
