Cycle,Code,Role,Values
1,ISFP-A,Adventurer,"[43, 47, 44, 44, 68]"
2,ISFP-A,Adventurer,"[49, 36, 39, 43, 67]"
3,ISFP-A,Adventurer,"[49, 32, 42, 37, 64]"
4,ESFP-A,Entertainer,"[53, 41, 40, 46, 68]"
5,ISFP-A,Adventurer,"[46, 38, 42, 43, 64]"
6,ESFP-A,Entertainer,"[51, 36, 44, 40, 65]"
7,ISFP-A,Adventurer,"[47, 47, 43, 36, 64]"
8,ISFP-A,Adventurer,"[44, 42, 46, 40, 64]"
9,ISFP-A,Adventurer,"[44, 43, 49, 43, 57]"
10,ISFP-A,Adventurer,"[47, 46, 47, 35, 63]"
11,ISFP-A,Adventurer,"[46, 34, 49, 47, 67]"
12,ISFP-A,Adventurer,"[49, 36, 44, 39, 67]"
13,ISFP-A,Adventurer,"[49, 34, 44, 44, 58]"
14,ISFP-A,Adventurer,"[49, 38, 46, 37, 61]"
15,ISFP-A,Adventurer,"[47, 47, 49, 42, 65]"
16,ISFP-A,Adventurer,"[44, 47, 49, 40, 63]"
17,ISFP-A,Adventurer,"[42, 36, 43, 37, 64]"
18,ISFP-A,Adventurer,"[49, 46, 47, 32, 65]"
19,ISFP-A,Adventurer,"[49, 46, 47, 47, 63]"
20,ISFP-A,Adventurer,"[49, 41, 44, 44, 60]"
