Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[47, 27, 47, 53, 61]"
2,ISTJ-A,Logistician,"[49, 22, 56, 61, 64]"
3,ISFJ-A,Defender,"[49, 21, 49, 61, 60]"
4,ISFJ-A,Defender,"[49, 28, 49, 57, 63]"
5,ISTJ-A,Logistician,"[47, 21, 51, 51, 63]"
6,ESFJ-A,Consul,"[54, 14, 49, 61, 64]"
7,ISFJ-A,Defender,"[49, 24, 43, 57, 68]"
8,ISFJ-A,Defender,"[49, 32, 47, 54, 63]"
9,ESFJ-A,Consul,"[53, 18, 44, 56, 63]"
10,ISFJ-A,Defender,"[49, 25, 43, 58, 61]"
11,ESFJ-A,Consul,"[54, 36, 49, 63, 65]"
12,ESFJ-A,Consul,"[53, 27, 44, 57, 61]"
13,ESFJ-A,Consul,"[54, 32, 47, 56, 63]"
14,ESFJ-A,Consul,"[57, 20, 47, 54, 68]"
15,ESTJ-A,Executive,"[54, 29, 51, 53, 61]"
16,ISTP-A,Virtuoso,"[49, 27, 51, 49, 61]"
17,ISFJ-A,Defender,"[49, 28, 47, 51, 60]"
18,ISFJ-A,Defender,"[47, 24, 49, 61, 67]"
19,ISTJ-A,Logistician,"[44, 18, 51, 61, 67]"
20,ESFJ-A,Consul,"[54, 28, 47, 57, 60]"
