Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[72, 34, 54, 14, 75]"
2,ESTP-A,Entrepreneur,"[71, 41, 54, 15, 82]"
3,ESTP-A,Entrepreneur,"[65, 46, 54, 19, 79]"
4,ESTP-A,Entrepreneur,"[74, 32, 51, 15, 75]"
5,ESTP-A,Entrepreneur,"[67, 43, 56, 15, 76]"
6,ESTP-A,Entrepreneur,"[63, 36, 53, 18, 81]"
7,ESFP-A,Entertainer,"[63, 32, 49, 18, 76]"
8,ESTP-A,Entrepreneur,"[69, 34, 56, 15, 76]"
9,ESTP-A,Entrepreneur,"[65, 34, 53, 14, 79]"
10,ESTP-A,Entrepreneur,"[71, 34, 56, 15, 79]"
11,ESFP-A,Entertainer,"[75, 43, 49, 17, 76]"
12,ESTP-A,Entrepreneur,"[69, 36, 54, 15, 78]"
13,ESTP-A,Entrepreneur,"[65, 34, 54, 14, 75]"
14,ESTP-A,Entrepreneur,"[75, 42, 54, 15, 78]"
15,ESTP-A,Entrepreneur,"[69, 42, 54, 21, 78]"
16,ESFP-A,Entertainer,"[69, 29, 49, 14, 75]"
17,ESTP-A,Entrepreneur,"[71, 36, 54, 17, 82]"
18,ESTP-A,Entrepreneur,"[61, 42, 53, 21, 82]"
19,ESTP-A,Entrepreneur,"[75, 45, 53, 15, 71]"
20,ESFP-A,Entertainer,"[63, 28, 49, 17, 83]"
