Cycle,Code,Role,Values
1,INTP-A,Logician,"[28, 51, 78, 29, 68]"
2,INTP-A,Logician,"[28, 53, 82, 31, 71]"
3,ISTP-A,Virtuoso,"[26, 47, 83, 29, 64]"
4,ISTP-A,Virtuoso,"[28, 48, 83, 26, 67]"
5,INTP-A,Logician,"[22, 53, 78, 29, 72]"
6,INTP-A,Logician,"[25, 54, 81, 29, 71]"
7,ISTP-A,Virtuoso,"[24, 48, 79, 26, 67]"
8,ISTP-A,Virtuoso,"[24, 48, 83, 32, 71]"
9,INTP-A,Logician,"[24, 52, 86, 33, 69]"
10,INTP-A,Logician,"[28, 54, 79, 28, 71]"
11,INTP-A,Logician,"[28, 53, 82, 26, 75]"
12,INTP-A,Logician,"[26, 52, 76, 29, 68]"
13,ISTP-A,Virtuoso,"[29, 45, 82, 31, 69]"
14,ISTP-A,Virtuoso,"[28, 48, 83, 24, 64]"
15,INTP-A,Logician,"[24, 51, 85, 25, 69]"
16,INTP-A,Logician,"[25, 52, 81, 26, 68]"
17,ISTP-A,Virtuoso,"[26, 47, 85, 31, 72]"
18,INTP-A,Logician,"[21, 51, 82, 26, 67]"
19,INTP-A,Logician,"[25, 51, 82, 26, 65]"
20,INTP-A,Logician,"[26, 52, 76, 24, 74]"
