Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[31, 39, 75, 42, 85]"
2,ISTP-A,Virtuoso,"[37, 43, 75, 43, 85]"
3,ISTP-A,Virtuoso,"[32, 36, 71, 46, 78]"
4,ISTP-A,Virtuoso,"[44, 34, 71, 49, 78]"
5,ISTP-A,Virtuoso,"[49, 42, 76, 46, 83]"
6,ISTP-A,Virtuoso,"[35, 46, 75, 43, 71]"
7,ISTP-A,Virtuoso,"[36, 36, 71, 40, 83]"
8,ISTP-A,Virtuoso,"[42, 42, 76, 49, 76]"
9,ISTP-A,Virtuoso,"[43, 38, 78, 49, 82]"
10,ISTP-A,Virtuoso,"[39, 46, 74, 43, 79]"
11,ISTP-A,Virtuoso,"[42, 42, 72, 42, 76]"
12,ISTP-A,Virtuoso,"[47, 41, 75, 49, 83]"
13,ISTP-A,Virtuoso,"[44, 46, 81, 44, 86]"
14,ISTP-A,Virtuoso,"[36, 42, 82, 43, 82]"
15,ISTP-A,Virtuoso,"[42, 32, 79, 44, 82]"
16,ISTP-A,Virtuoso,"[40, 35, 67, 49, 82]"
17,ISTP-A,Virtuoso,"[42, 39, 67, 40, 82]"
18,ISTP-A,Virtuoso,"[42, 43, 76, 39, 83]"
19,ISTP-A,Virtuoso,"[43, 34, 78, 49, 75]"
20,ISTP-A,Virtuoso,"[35, 41, 79, 46, 88]"
