Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[44, 41, 54, 39, 63]"
2,ISTP-A,Virtuoso,"[42, 36, 57, 37, 60]"
3,ISTP-A,Virtuoso,"[42, 41, 56, 40, 65]"
4,ISTP-A,Virtuoso,"[40, 39, 53, 37, 63]"
5,ISFP-A,Adventurer,"[39, 39, 49, 40, 64]"
6,ISTP-A,Virtuoso,"[42, 46, 57, 37, 68]"
7,ISTP-A,Virtuoso,"[40, 39, 56, 39, 61]"
8,ISTP-A,Virtuoso,"[43, 42, 53, 40, 64]"
9,ISTP-A,Virtuoso,"[39, 41, 53, 39, 61]"
10,ISTP-A,Virtuoso,"[39, 38, 56, 36, 65]"
11,ISTP-A,Virtuoso,"[43, 41, 53, 42, 63]"
12,ISTP-A,Virtuoso,"[39, 39, 56, 39, 65]"
13,ISTP-A,Virtuoso,"[37, 36, 53, 37, 63]"
14,ISTP-A,Virtuoso,"[43, 36, 58, 36, 67]"
15,ISTP-A,Virtuoso,"[39, 43, 54, 40, 67]"
16,ISTP-A,Virtuoso,"[37, 38, 61, 44, 65]"
17,ISTP-A,Virtuoso,"[42, 41, 56, 39, 61]"
18,ISTP-A,Virtuoso,"[40, 36, 61, 35, 64]"
19,ISTP-A,Virtuoso,"[43, 36, 57, 42, 63]"
20,ISFP-A,Adventurer,"[39, 41, 49, 40, 64]"
