Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[40, 41, 63, 44, 61]"
2,ISTP-A,Virtuoso,"[36, 42, 57, 40, 64]"
3,ISTP-A,Virtuoso,"[40, 39, 63, 37, 63]"
4,ISTP-A,Virtuoso,"[33, 39, 65, 37, 60]"
5,ISTP-A,Virtuoso,"[44, 38, 57, 39, 61]"
6,ISTP-A,Virtuoso,"[36, 36, 63, 36, 63]"
7,ISTP-A,Virtuoso,"[37, 38, 60, 36, 64]"
8,ISTP-A,Virtuoso,"[36, 38, 60, 37, 67]"
9,ISTP-A,Virtuoso,"[37, 35, 67, 42, 65]"
10,ISTP-A,Virtuoso,"[35, 38, 61, 42, 61]"
11,ISTP-A,Virtuoso,"[36, 38, 61, 36, 67]"
12,ISTP-A,Virtuoso,"[39, 32, 60, 40, 64]"
13,ISTP-A,Virtuoso,"[37, 41, 57, 40, 64]"
14,ISTP-A,Virtuoso,"[36, 41, 63, 40, 67]"
15,ISTP-A,Virtuoso,"[39, 38, 58, 42, 63]"
16,ISTP-A,Virtuoso,"[42, 39, 61, 43, 61]"
17,ISTP-A,Virtuoso,"[42, 42, 58, 42, 61]"
18,ISTP-A,Virtuoso,"[36, 38, 61, 40, 61]"
19,ISTP-A,Virtuoso,"[36, 43, 63, 43, 64]"
20,ISTP-A,Virtuoso,"[39, 41, 57, 39, 64]"
