Cycle,Code,Role,Values
1,ISFJ-A,Defender,"[39, 28, 44, 61, 67]"
2,ISFJ-A,Defender,"[35, 28, 49, 64, 68]"
3,ISTJ-A,Logistician,"[37, 29, 51, 61, 65]"
4,ISTJ-A,Logistician,"[35, 32, 51, 64, 65]"
5,ISFJ-A,Defender,"[35, 27, 47, 61, 71]"
6,ISFJ-A,Defender,"[37, 31, 49, 67, 68]"
7,ISTJ-A,Logistician,"[29, 27, 53, 60, 61]"
8,ISFJ-A,Defender,"[33, 29, 46, 64, 65]"
9,ISFJ-A,Defender,"[33, 31, 47, 65, 67]"
10,ISFJ-A,Defender,"[28, 32, 43, 65, 65]"
11,ISFJ-A,Defender,"[37, 32, 49, 58, 68]"
12,ISFJ-A,Defender,"[36, 25, 49, 63, 68]"
13,ISFJ-A,Defender,"[36, 34, 47, 64, 68]"
14,ISFJ-A,Defender,"[33, 28, 49, 63, 65]"
15,ISTJ-A,Logistician,"[36, 34, 51, 65, 68]"
16,ISFJ-A,Defender,"[36, 31, 44, 68, 60]"
17,ISFJ-A,Defender,"[32, 35, 49, 63, 68]"
18,ISTJ-A,Logistician,"[33, 27, 53, 71, 69]"
19,ISTJ-A,Logistician,"[36, 36, 53, 61, 68]"
20,ISFJ-A,Defender,"[31, 31, 49, 64, 65]"
