Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[24, 47, 85, 46, 86]"
2,ISTJ-A,Logistician,"[29, 34, 78, 54, 78]"
3,ISTJ-A,Logistician,"[31, 43, 86, 56, 78]"
4,ISTP-A,Virtuoso,"[24, 39, 83, 49, 83]"
5,ISTP-A,Virtuoso,"[22, 41, 79, 49, 83]"
6,ISTJ-A,Logistician,"[26, 36, 82, 53, 81]"
7,ISTJ-A,Logistician,"[18, 39, 78, 53, 89]"
8,ISTP-A,Virtuoso,"[24, 42, 82, 49, 85]"
9,ISTP-A,Virtuoso,"[21, 36, 82, 49, 75]"
10,ISTJ-A,Logistician,"[25, 41, 82, 51, 82]"
11,ISTJ-A,Logistician,"[25, 39, 83, 53, 83]"
12,ISTJ-A,Logistician,"[28, 41, 79, 60, 82]"
13,ISTJ-A,Logistician,"[21, 41, 81, 54, 81]"
14,ISTJ-A,Logistician,"[21, 41, 82, 53, 78]"
15,ISTJ-A,Logistician,"[22, 42, 79, 57, 74]"
16,ISTJ-A,Logistician,"[26, 36, 82, 58, 82]"
17,ISTJ-A,Logistician,"[29, 39, 82, 54, 78]"
18,ISTJ-A,Logistician,"[32, 38, 86, 61, 83]"
19,ISTJ-A,Logistician,"[28, 42, 88, 53, 85]"
20,ISTJ-A,Logistician,"[26, 47, 82, 51, 81]"
