Cycle,Code,Role,Values
1,ESTP-A,Entrepreneur,"[51, 35, 74, 18, 76]"
2,ESTP-A,Entrepreneur,"[53, 32, 69, 18, 75]"
3,ISTP-A,Virtuoso,"[49, 35, 69, 21, 74]"
4,ESTP-A,Entrepreneur,"[56, 35, 69, 29, 76]"
5,ISTP-A,Virtuoso,"[49, 36, 68, 19, 81]"
6,ESTP-A,Entrepreneur,"[57, 39, 71, 29, 76]"
7,ESTP-A,Entrepreneur,"[53, 38, 69, 18, 79]"
8,ESTP-A,Entrepreneur,"[54, 36, 68, 22, 75]"
9,ESTP-A,Entrepreneur,"[58, 34, 69, 24, 76]"
10,ESTP-A,Entrepreneur,"[57, 38, 72, 24, 82]"
11,ESTP-A,Entrepreneur,"[54, 38, 64, 25, 82]"
12,ESTP-A,Entrepreneur,"[54, 38, 71, 24, 79]"
13,ESTP-A,Entrepreneur,"[56, 34, 69, 21, 78]"
14,ESTP-A,Entrepreneur,"[53, 34, 69, 22, 83]"
15,ESTP-A,Entrepreneur,"[58, 36, 69, 19, 82]"
16,ISTP-A,Virtuoso,"[49, 36, 71, 14, 71]"
17,ESTP-A,Entrepreneur,"[51, 29, 69, 21, 82]"
18,ESTP-A,Entrepreneur,"[57, 39, 69, 24, 81]"
19,ISTP-A,Virtuoso,"[49, 27, 69, 19, 72]"
20,ISTP-A,Virtuoso,"[49, 35, 67, 21, 76]"
