Cycle,Code,Role,Values
Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[57, 39, 47, 21, 78]"
2,ESTP-A,Entrepreneur,"[56, 18, 63, 26, 71]"
3,ESFP-A,Entertainer,"[56, 34, 46, 29, 69]"
4,ESFP-A,Entertainer,"[54, 34, 49, 32, 79]"
5,ESTP-A,Entrepreneur,"[56, 28, 58, 22, 75]"
6,ESFP-A,Entertainer,"[53, 31, 49, 33, 78]"
7,ESTP-A,Entrepreneur,"[56, 25, 53, 26, 76]"
8,ESFP-A,Entertainer,"[53, 32, 44, 26, 75]"
9,ESTP-A,Entrepreneur,"[60, 24, 53, 29, 72]"
10,ESTP-A,Entrepreneur,"[54, 24, 53, 21, 81]"
11,ESFP-A,Entertainer,"[56, 28, 49, 12, 81]"
12,ESTP-A,Entrepreneur,"[56, 27, 58, 32, 69]"
13,ESFP-A,Entertainer,"[56, 29, 42, 28, 83]"
14,ESTP-A,Entrepreneur,"[56, 36, 57, 14, 83]"
15,ESFP-A,Entertainer,"[53, 31, 40, 19, 76]"
16,ESTP-A,Entrepreneur,"[53, 36, 54, 32, 78]"
17,ESTP-A,Entrepreneur,"[53, 34, 56, 28, 81]"
18,ESFP-A,Entertainer,"[57, 41, 49, 22, 82]"
19,ESFP-A,Entertainer,"[56, 25, 49, 24, 69]"
20,ESFP-A,Entertainer,"[58, 43, 39, 26, 79]"
